neighbourhood_group,room_type,price,minimum_nights,availability_365
Queens,Entire home/apt,85,3,238
Queens,Private room,45,2,190
Queens,Private room,100,2,97
Queens,Entire home/apt,83,14,0
Queens,Private room,75,7,193
Queens,Entire home/apt,125,1,0
Queens,Private room,90,3,324
Queens,Private room,30,7,0
Queens,Shared room,75,2,0
Queens,Entire home/apt,63,3,23
Queens,Entire home/apt,395,7,319
Queens,Private room,70,3,0
Queens,Private room,59,14,346
Queens,Private room,50,10,0
Queens,Entire home/apt,150,1,0
Queens,Private room,100,1,0
Queens,Entire home/apt,140,2,0
Queens,Entire home/apt,95,3,6
Queens,Entire home/apt,80,2,32
Queens,Private room,55,2,89
Queens,Private room,60,5,348
Queens,Private room,95,2,39
Queens,Entire home/apt,155,3,0
Queens,Entire home/apt,130,30,0
Queens,Private room,95,2,140
Queens,Entire home/apt,400,3,281
Queens,Private room,50,5,313
Queens,Entire home/apt,225,1,0
Queens,Private room,55,1,30
Queens,Private room,55,1,333
Queens,Private room,75,1,355
Queens,Private room,55,1,0
Queens,Entire home/apt,100,1,0
Queens,Entire home/apt,130,4,170
Queens,Private room,65,50,198
Queens,Entire home/apt,160,2,269
Queens,Entire home/apt,130,4,0
Queens,Private room,60,2,118
Queens,Entire home/apt,69,6,30
Queens,Entire home/apt,95,5,0
Queens,Private room,149,1,365
Queens,Private room,59,2,185
Queens,Private room,60,1,309
Queens,Entire home/apt,119,3,0
Queens,Private room,53,3,189
Queens,Private room,40,3,291
Queens,Private room,70,1,220
Queens,Private room,35,30,364
Queens,Entire home/apt,255,2,297
Queens,Private room,47,2,0
Queens,Private room,70,3,32
Queens,Entire home/apt,100,1,0
Queens,Entire home/apt,52,2,0
Queens,Private room,59,3,158
Queens,Entire home/apt,70,10,0
Queens,Entire home/apt,200,5,188
Queens,Entire home/apt,119,2,214
Queens,Private room,50,7,140
Queens,Private room,89,2,1
Queens,Private room,70,3,353
Queens,Private room,100,1,0
Queens,Entire home/apt,250,5,32
Queens,Private room,59,1,359
Queens,Entire home/apt,99,3,299
Queens,Private room,74,30,76
Queens,Entire home/apt,105,2,70
Queens,Entire home/apt,97,3,0
Queens,Entire home/apt,89,10,222
Queens,Entire home/apt,99,2,0
Queens,Private room,48,2,113
Queens,Private room,70,3,342
Queens,Entire home/apt,225,7,0
Queens,Private room,39,30,352
Queens,Private room,38,30,358
Queens,Private room,100,2,365
Queens,Private room,125,7,365
Queens,Entire home/apt,150,1,364
Queens,Private room,85,2,0
Queens,Entire home/apt,108,2,328
Queens,Entire home/apt,120,3,0
Queens,Entire home/apt,184,3,143
Queens,Entire home/apt,115,2,0
Queens,Entire home/apt,120,6,346
Queens,Private room,50,4,0
Queens,Private room,59,1,352
Queens,Entire home/apt,95,30,332
Queens,Entire home/apt,125,1,158
Queens,Private room,80,1,253
Queens,Entire home/apt,95,30,332
Queens,Private room,85,1,84
Queens,Private room,113,2,365
Queens,Private room,75,2,0
Queens,Private room,75,2,348
Queens,Entire home/apt,100,3,319
Queens,Shared room,45,2,38
Queens,Private room,80,1,0
Queens,Private room,50,5,0
Queens,Entire home/apt,100,2,216
Queens,Entire home/apt,170,3,355
Queens,Private room,49,2,1
Queens,Private room,39,30,318
Queens,Entire home/apt,239,3,355
Queens,Private room,45,14,0
Queens,Private room,125,2,332
Queens,Private room,145,2,358
Queens,Private room,50,5,54
Queens,Private room,39,30,237
Queens,Private room,79,1,297
Queens,Private room,50,1,308
Queens,Private room,50,1,311
Queens,Entire home/apt,120,3,300
Queens,Private room,149,1,358
Queens,Private room,170,1,90
Queens,Private room,95,2,267
Queens,Private room,60,6,0
Queens,Entire home/apt,65,1,0
Queens,Private room,70,3,282
Queens,Private room,45,30,188
Queens,Private room,65,2,302
Queens,Entire home/apt,150,2,294
Queens,Entire home/apt,200,2,364
Queens,Private room,95,2,0
Queens,Private room,65,2,2
Queens,Private room,250,2,123
Queens,Entire home/apt,78,2,107
Queens,Private room,200,30,88
Queens,Private room,99,1,322
Queens,Private room,69,4,311
Queens,Entire home/apt,100,2,0
Queens,Private room,58,1,364
Queens,Private room,76,1,225
Queens,Entire home/apt,60,21,0
Queens,Entire home/apt,110,1,355
Queens,Entire home/apt,180,2,190
Queens,Entire home/apt,110,2,0
Queens,Entire home/apt,120,10,142
Queens,Private room,70,1,183
Queens,Entire home/apt,200,1,0
Queens,Entire home/apt,130,7,0
Queens,Private room,65,4,133
Queens,Private room,79,3,88
Queens,Entire home/apt,80,30,220
Queens,Private room,47,30,157
Queens,Private room,90,3,340
Queens,Entire home/apt,160,2,0
Queens,Private room,50,21,245
Queens,Private room,80,2,102
Queens,Private room,50,1,52
Queens,Entire home/apt,98,2,15
Queens,Entire home/apt,96,1,316
Queens,Entire home/apt,195,3,305
Queens,Entire home/apt,100,7,268
Queens,Entire home/apt,89,1,359
Queens,Private room,100,1,0
Queens,Entire home/apt,63,30,362
Queens,Private room,39,31,310
Queens,Private room,39,30,341
Queens,Entire home/apt,125,2,0
Queens,Entire home/apt,110,3,342
Queens,Private room,49,2,298
Queens,Entire home/apt,150,2,24
Queens,Private room,95,2,334
Queens,Private room,58,1,101
Queens,Entire home/apt,190,1,182
Queens,Private room,70,3,23
Queens,Entire home/apt,200,1,0
Queens,Entire home/apt,189,3,330
Queens,Private room,97,2,90
Queens,Entire home/apt,180,2,90
Queens,Private room,75,5,0
Queens,Private room,110,2,325
Queens,Private room,75,1,0
Queens,Private room,50,1,183
Queens,Private room,55,1,281
Queens,Entire home/apt,160,4,133
Queens,Entire home/apt,149,3,327
Queens,Private room,56,3,304
Queens,Entire home/apt,64,2,234
Queens,Entire home/apt,90,30,189
Queens,Entire home/apt,225,1,0
Queens,Entire home/apt,95,4,271
Queens,Private room,69,1,0
Queens,Entire home/apt,170,2,178
Queens,Entire home/apt,80,1,0
Queens,Entire home/apt,90,3,0
Queens,Entire home/apt,40,7,10
Queens,Private room,39,31,310
Queens,Entire home/apt,100,2,83
Queens,Entire home/apt,127,2,0
Queens,Private room,65,1,341
Queens,Entire home/apt,150,28,38
Queens,Private room,65,1,312
Queens,Entire home/apt,99,2,0
Queens,Entire home/apt,105,25,277
Queens,Entire home/apt,125,5,2
Queens,Entire home/apt,98,6,306
Queens,Entire home/apt,100,2,124
Queens,Private room,44,3,88
Queens,Private room,65,1,0
Queens,Private room,67,5,0
Queens,Entire home/apt,100,2,0
Queens,Private room,30,5,0
Queens,Private room,35,5,0
Queens,Entire home/apt,119,3,319
Queens,Entire home/apt,150,3,133
Queens,Private room,99,1,365
Queens,Private room,200,1,0
Queens,Private room,120,3,0
Queens,Private room,60,7,0
Queens,Entire home/apt,195,3,248
Queens,Entire home/apt,105,7,141
Queens,Private room,60,1,0
Queens,Private room,70,3,285
Queens,Private room,70,5,0
Queens,Shared room,105,1,364
Queens,Entire home/apt,150,3,187
Queens,Private room,60,1,364
Queens,Entire home/apt,375,2,351
Queens,Entire home/apt,150,2,0
Queens,Private room,80,1,0
Queens,Entire home/apt,107,7,261
Queens,Private room,49,7,309
Queens,Private room,50,6,365
Queens,Entire home/apt,175,1,0
Queens,Private room,31,3,0
Queens,Private room,70,1,325
Queens,Entire home/apt,90,14,0
Queens,Entire home/apt,130,1,292
Queens,Entire home/apt,150,2,0
Queens,Private room,50,1,332
Queens,Private room,90,4,89
Queens,Entire home/apt,165,2,163
Queens,Private room,45,1,0
Queens,Entire home/apt,150,1,0
Queens,Entire home/apt,124,14,0
Queens,Entire home/apt,112,7,0
Queens,Entire home/apt,99,2,344
Queens,Entire home/apt,125,1,0
Queens,Private room,45,3,201
Queens,Private room,82,2,58
Queens,Entire home/apt,99,1,263
Queens,Private room,95,1,331
Queens,Private room,40,2,5
Queens,Private room,40,3,0
Queens,Private room,70,1,0
Queens,Private room,50,15,341
Queens,Entire home/apt,119,6,1
Queens,Entire home/apt,90,1,0
Queens,Entire home/apt,107,30,311
Queens,Private room,70,7,90
Queens,Entire home/apt,80,2,108
Queens,Shared room,65,4,1
Queens,Private room,45,7,115
Queens,Shared room,60,4,0
Queens,Entire home/apt,99,3,189
Queens,Private room,100,5,338
Queens,Entire home/apt,72,3,10
Queens,Private room,89,1,365
Queens,Private room,50,5,310
Queens,Private room,65,3,0
Queens,Entire home/apt,72,2,102
Queens,Private room,34,1,175
Queens,Private room,40,3,336
Queens,Entire home/apt,90,30,332
Queens,Private room,80,1,59
Queens,Private room,99,3,7
Queens,Entire home/apt,120,5,64
Queens,Entire home/apt,110,14,177
Queens,Private room,54,1,347
Queens,Entire home/apt,135,30,231
Queens,Entire home/apt,105,2,0
Queens,Private room,38,6,313
Queens,Private room,55,1,310
Queens,Private room,90,1,365
Queens,Private room,47,2,17
Queens,Private room,60,1,0
Queens,Private room,85,1,281
Queens,Private room,40,4,0
Queens,Private room,50,2,347
Queens,Private room,50,1,56
Queens,Private room,38,5,0
Queens,Private room,36,1,354
Queens,Private room,42,6,151
Queens,Entire home/apt,300,7,42
Queens,Private room,65,2,261
Queens,Private room,49,2,303
Queens,Private room,65,1,25
Queens,Private room,60,2,312
Queens,Entire home/apt,259,1,257
Queens,Entire home/apt,134,500,90
Queens,Private room,73,1,347
Queens,Entire home/apt,85,4,0
Queens,Entire home/apt,135,2,0
Queens,Entire home/apt,200,2,349
Queens,Private room,50,4,0
Queens,Private room,38,30,222
Queens,Private room,38,30,312
Queens,Entire home/apt,105,1,0
Queens,Private room,60,1,89
Queens,Private room,80,7,0
Queens,Private room,80,3,0
Queens,Entire home/apt,160,7,15
Queens,Private room,69,1,65
Queens,Private room,50,1,0
Queens,Private room,59,4,35
Queens,Private room,58,1,129
Queens,Entire home/apt,112,2,338
Queens,Private room,70,2,349
Queens,Private room,60,1,76
Queens,Private room,37,1,0
Queens,Private room,150,1,0
Queens,Private room,65,1,355
Queens,Private room,54,3,321
Queens,Private room,75,2,0
Queens,Private room,100,180,266
Queens,Entire home/apt,90,2,0
Queens,Private room,47,5,236
Queens,Private room,175,30,283
Queens,Private room,47,2,311
Queens,Private room,55,2,342
Queens,Private room,100,1,365
Queens,Private room,80,4,0
Queens,Private room,50,1,243
Queens,Shared room,55,1,84
Queens,Entire home/apt,45,4,0
Queens,Private room,46,4,262
Queens,Private room,58,1,249
Queens,Private room,60,2,0
Queens,Entire home/apt,90,7,0
Queens,Entire home/apt,89,2,268
Queens,Private room,150,1,365
Queens,Private room,150,1,363
Queens,Entire home/apt,125,3,0
Queens,Shared room,75,5,0
Queens,Entire home/apt,369,2,256
Queens,Private room,100,2,365
Queens,Entire home/apt,145,4,125
Queens,Private room,60,2,81
Queens,Private room,40,25,364
Queens,Entire home/apt,80,3,196
Queens,Entire home/apt,115,1,78
Queens,Private room,78,3,285
Queens,Entire home/apt,275,3,333
Queens,Private room,65,1,331
Queens,Entire home/apt,150,2,171
Queens,Entire home/apt,150,7,0
Queens,Entire home/apt,153,4,252
Queens,Entire home/apt,200,7,0
Queens,Private room,59,1,0
Queens,Private room,41,2,0
Queens,Private room,37,2,20
Queens,Entire home/apt,115,5,0
Queens,Private room,49,15,27
Queens,Entire home/apt,75,1,317
Queens,Entire home/apt,150,14,0
Queens,Entire home/apt,122,6,13
Queens,Entire home/apt,100,1,0
Queens,Private room,60,7,0
Queens,Private room,46,7,0
Queens,Entire home/apt,168,3,336
Queens,Private room,50,1,0
Queens,Entire home/apt,105,2,313
Queens,Entire home/apt,125,2,319
Queens,Entire home/apt,70,4,0
Queens,Entire home/apt,85,1,0
Queens,Private room,45,6,318
Queens,Entire home/apt,155,6,173
Queens,Private room,69,1,0
Queens,Private room,45,6,307
Queens,Private room,85,2,2
Queens,Entire home/apt,120,1,14
Queens,Entire home/apt,300,1,344
Queens,Entire home/apt,140,3,363
Queens,Private room,52,1,0
Queens,Private room,150,2,363
Queens,Private room,53,3,0
Queens,Entire home/apt,130,1,197
Queens,Private room,35,2,0
Queens,Private room,50,6,358
Queens,Entire home/apt,85,7,0
Queens,Private room,225,1,365
Queens,Private room,70,2,310
Queens,Private room,149,1,361
Queens,Entire home/apt,99,1,0
Queens,Entire home/apt,200,4,129
Queens,Entire home/apt,180,1,33
Queens,Private room,60,7,0
Queens,Private room,40,2,0
Queens,Private room,50,1,107
Queens,Entire home/apt,290,4,277
Queens,Private room,59,9,318
Queens,Private room,45,2,170
Queens,Private room,44,28,275
Queens,Entire home/apt,150,7,0
Queens,Private room,49,6,128
Queens,Private room,45,10,0
Queens,Entire home/apt,86,3,0
Queens,Entire home/apt,110,5,0
Queens,Private room,50,3,0
Queens,Entire home/apt,85,1,0
Queens,Private room,85,1,0
Queens,Private room,68,1,330
Queens,Entire home/apt,160,3,179
Queens,Entire home/apt,120,1,0
Queens,Entire home/apt,100,3,0
Queens,Private room,70,1,325
Queens,Private room,86,4,364
Queens,Private room,75,1,357
Queens,Entire home/apt,150,3,0
Queens,Private room,48,2,153
Queens,Entire home/apt,105,3,0
Queens,Entire home/apt,65,2,311
Queens,Entire home/apt,100,4,0
Queens,Private room,39,2,346
Queens,Private room,50,2,0
Queens,Entire home/apt,89,5,0
Queens,Private room,65,2,79
Queens,Entire home/apt,135,1,89
Queens,Entire home/apt,135,5,0
Queens,Private room,55,15,0
Queens,Entire home/apt,300,2,365
Queens,Entire home/apt,125,1,246
Queens,Private room,53,1,348
Queens,Private room,85,1,0
Queens,Private room,80,4,0
Queens,Entire home/apt,75,3,0
Queens,Private room,85,1,0
Queens,Entire home/apt,100,4,0
Queens,Private room,55,1,0
Queens,Entire home/apt,110,2,0
Queens,Entire home/apt,105,1,0
Queens,Private room,70,2,0
Queens,Private room,59,1,0
Queens,Private room,55,1,0
Queens,Private room,75,3,0
Queens,Private room,10000,100,0
Queens,Entire home/apt,149,4,0
Queens,Shared room,50,1,0
Queens,Private room,60,7,365
Queens,Private room,60,1,364
Queens,Entire home/apt,250,2,300
Queens,Entire home/apt,155,2,0
Queens,Private room,27,30,0
Queens,Entire home/apt,150,3,179
Queens,Entire home/apt,125,2,0
Queens,Entire home/apt,80,5,12
Queens,Entire home/apt,398,4,82
Queens,Private room,69,1,0
Queens,Entire home/apt,130,2,322
Queens,Private room,45,1,166
Queens,Entire home/apt,70,4,0
Queens,Private room,85,2,177
Queens,Private room,109,1,344
Queens,Private room,99,1,322
Queens,Private room,85,1,0
Queens,Private room,64,3,77
Queens,Private room,59,3,365
Queens,Entire home/apt,96,3,21
Queens,Private room,36,1,0
Queens,Private room,50,1,339
Queens,Entire home/apt,158,30,311
Queens,Entire home/apt,110,1,0
Queens,Private room,70,3,8
Queens,Private room,45,1,0
Queens,Private room,39,1,0
Queens,Entire home/apt,290,1,338
Queens,Private room,70,5,0
Queens,Entire home/apt,130,3,0
Queens,Entire home/apt,100,5,0
Queens,Private room,85,3,163
Queens,Private room,40,1,0
Queens,Entire home/apt,125,2,0
Queens,Entire home/apt,120,1,0
Queens,Private room,37,1,0
Queens,Entire home/apt,110,1,0
Queens,Private room,109,1,365
Queens,Private room,75,1,363
Queens,Private room,80,4,1
Queens,Entire home/apt,95,4,0
Queens,Private room,75,1,0
Queens,Entire home/apt,250,15,18
Queens,Entire home/apt,139,2,0
Queens,Entire home/apt,122,3,271
Queens,Private room,89,2,0
Queens,Private room,65,1,355
Queens,Private room,45,1,250
Queens,Entire home/apt,125,2,321
Queens,Private room,59,4,364
Queens,Entire home/apt,100,10,0
Queens,Private room,49,1,0
Queens,Private room,80,3,0
Queens,Entire home/apt,150,7,9
Queens,Private room,70,3,219
Queens,Private room,48,1,0
Queens,Entire home/apt,150,3,349
Queens,Entire home/apt,65,14,0
Queens,Private room,45,1,132
Queens,Entire home/apt,150,3,0
Queens,Private room,50,1,0
Queens,Private room,50,1,0
Queens,Entire home/apt,175,2,0
Queens,Entire home/apt,350,2,334
Queens,Private room,99,3,365
Queens,Entire home/apt,150,2,0
Queens,Private room,115,1,0
Queens,Private room,70,1,0
Queens,Entire home/apt,79,1,130
Queens,Private room,35,2,24
Queens,Private room,55,7,0
Queens,Entire home/apt,125,1,340
Queens,Private room,55,2,0
Queens,Private room,60,1,0
Queens,Entire home/apt,120,30,178
Queens,Private room,35,7,365
Queens,Private room,75,1,339
Queens,Entire home/apt,500,1,0
Queens,Entire home/apt,70,1,336
Queens,Entire home/apt,289,2,309
Queens,Private room,90,4,286
Queens,Private room,52,1,350
Queens,Entire home/apt,80,2,0
Queens,Entire home/apt,65,1,0
Queens,Private room,50,3,0
Queens,Private room,50,1,0
Queens,Entire home/apt,138,1,21
Queens,Entire home/apt,58,30,134
Queens,Entire home/apt,100,30,224
Queens,Private room,200,2,90
Queens,Private room,60,1,0
Queens,Entire home/apt,60,3,219
Queens,Private room,89,2,364
Queens,Private room,42,2,283
Queens,Entire home/apt,140,1,0
Queens,Private room,52,10,36
Queens,Entire home/apt,75,1,0
Queens,Entire home/apt,100,2,0
Queens,Entire home/apt,100,1,0
Queens,Entire home/apt,450,1,341
Queens,Entire home/apt,130,5,0
Queens,Private room,90,14,0
Queens,Private room,55,90,365
Queens,Entire home/apt,87,3,210
Queens,Entire home/apt,195,3,66
Queens,Entire home/apt,250,3,364
Queens,Entire home/apt,100,1,132
Queens,Entire home/apt,70,2,159
Queens,Private room,75,1,328
Queens,Private room,75,1,362
Queens,Private room,37,15,361
Queens,Private room,52,1,0
Queens,Private room,80,4,303
Queens,Entire home/apt,135,7,157
Queens,Private room,46,1,163
Queens,Private room,50,2,0
Queens,Private room,100,1,364
Queens,Private room,75,7,364
Queens,Private room,132,1,0
Queens,Private room,40,2,0
Queens,Entire home/apt,140,1,0
Queens,Private room,59,1,176
Queens,Private room,80,3,0
Queens,Private room,75,3,0
Queens,Entire home/apt,170,4,0
Queens,Private room,100,15,61
Queens,Entire home/apt,85,3,0
Queens,Entire home/apt,125,1,234
Queens,Private room,175,1,87
Queens,Entire home/apt,199,480,365
Queens,Private room,120,2,89
Queens,Entire home/apt,78,2,0
Queens,Entire home/apt,150,14,0
Queens,Private room,50,1,1
Queens,Entire home/apt,139,5,0
Queens,Entire home/apt,95,1,0
Queens,Entire home/apt,104,2,195
Queens,Private room,65,2,222
Queens,Private room,75,2,0
Queens,Private room,99,1,323
Queens,Private room,109,1,138
Queens,Entire home/apt,89,2,331
Queens,Entire home/apt,130,5,0
Queens,Entire home/apt,199,2,0
Queens,Shared room,52,1,363
Queens,Private room,75,4,324
Queens,Private room,51,1,0
Queens,Private room,55,5,314
Queens,Private room,80,5,249
Queens,Private room,110,1,0
Queens,Private room,55,1,344
Queens,Private room,70,1,349
Queens,Private room,100,2,318
Queens,Private room,37,1,0
Queens,Private room,50,1,0
Queens,Private room,69,2,67
Queens,Private room,50,1,65
Queens,Private room,70,3,36
Queens,Shared room,37,1,362
Queens,Private room,120,2,298
Queens,Entire home/apt,85,2,317
Queens,Private room,40,29,30
Queens,Entire home/apt,59,1,346
Queens,Private room,77,1,11
Queens,Private room,57,3,5
Queens,Private room,55,4,249
Queens,Private room,45,20,0
Queens,Private room,90,3,0
Queens,Entire home/apt,75,3,0
Queens,Private room,75,2,0
Queens,Private room,60,1,76
Queens,Private room,42,2,189
Queens,Entire home/apt,125,1,0
Queens,Private room,50,14,317
Queens,Private room,50,2,356
Queens,Entire home/apt,135,3,0
Queens,Entire home/apt,100,1,90
Queens,Private room,65,1,0
Queens,Entire home/apt,187,6,275
Queens,Entire home/apt,85,3,50
Queens,Shared room,40,1,351
Queens,Entire home/apt,72,3,0
Queens,Private room,32,60,0
Queens,Private room,115,2,0
Queens,Private room,75,2,35
Queens,Private room,45,1,335
Queens,Private room,42,60,0
Queens,Private room,45,2,333
Queens,Private room,55,3,0
Queens,Private room,50,1,83
Queens,Entire home/apt,100,3,321
Queens,Private room,170,1,90
Queens,Shared room,150,3,0
Queens,Entire home/apt,125,1,0
Queens,Entire home/apt,99,3,128
Queens,Entire home/apt,84,2,0
Queens,Private room,70,3,54
