neighbourhood_group,room_type,price,minimum_nights,availability_365
Brooklyn,Private room,80,2,311
Brooklyn,Private room,48,5,0
Brooklyn,Entire home/apt,275,30,363
Brooklyn,Private room,72,1,335
Brooklyn,Entire home/apt,250,30,250
Brooklyn,Entire home/apt,175,10,0
Brooklyn,Entire home/apt,140,3,0
Brooklyn,Private room,54,2,220
Brooklyn,Private room,77,3,0
Brooklyn,Entire home/apt,129,1,261
Brooklyn,Entire home/apt,120,4,0
Brooklyn,Entire home/apt,500,2,307
Brooklyn,Entire home/apt,149,2,4
Brooklyn,Entire home/apt,180,14,312
Brooklyn,Private room,100,2,257
Brooklyn,Entire home/apt,180,3,0
Brooklyn,Entire home/apt,128,5,20
Brooklyn,Entire home/apt,260,14,0
Brooklyn,Private room,65,3,22
Brooklyn,Entire home/apt,300,30,365
Brooklyn,Entire home/apt,125,5,0
Brooklyn,Entire home/apt,115,3,3
Brooklyn,Entire home/apt,275,31,364
Brooklyn,Entire home/apt,198,2,299
Brooklyn,Private room,35,28,326
Brooklyn,Entire home/apt,90,30,0
Brooklyn,Entire home/apt,250,3,188
Brooklyn,Entire home/apt,115,3,0
Brooklyn,Entire home/apt,200,4,0
Brooklyn,Private room,64,30,230
Brooklyn,Private room,65,3,341
Brooklyn,Private room,85,2,0
Brooklyn,Entire home/apt,400,3,83
Brooklyn,Entire home/apt,125,4,29
Brooklyn,Entire home/apt,180,3,0
Brooklyn,Entire home/apt,120,3,189
Brooklyn,Private room,85,2,0
Brooklyn,Entire home/apt,119,2,338
Brooklyn,Entire home/apt,165,2,0
Brooklyn,Private room,60,2,86
Brooklyn,Private room,80,14,67
Brooklyn,Entire home/apt,110,5,15
Brooklyn,Private room,120,3,271
Brooklyn,Entire home/apt,120,20,149
Brooklyn,Private room,350,2,365
Brooklyn,Shared room,45,4,0
Brooklyn,Private room,73,6,310
Brooklyn,Entire home/apt,150,3,68
Brooklyn,Entire home/apt,195,1,270
Brooklyn,Entire home/apt,90,7,0
Brooklyn,Entire home/apt,200,3,365
Brooklyn,Entire home/apt,60,3,0
Brooklyn,Private room,72,1,312
Brooklyn,Entire home/apt,200,3,0
Brooklyn,Entire home/apt,75,3,218
Brooklyn,Private room,100,60,365
Brooklyn,Entire home/apt,139,2,19
Brooklyn,Entire home/apt,100,31,223
Brooklyn,Entire home/apt,199,4,65
Brooklyn,Entire home/apt,140,4,365
Brooklyn,Private room,45,5,223
Brooklyn,Entire home/apt,109,31,110
Brooklyn,Private room,42,5,236
Brooklyn,Private room,70,3,0
Brooklyn,Entire home/apt,355,5,301
Brooklyn,Entire home/apt,80,3,249
Brooklyn,Private room,250,2,0
Brooklyn,Entire home/apt,89,2,319
Brooklyn,Private room,35,3,2
Brooklyn,Entire home/apt,249,4,362
Brooklyn,Entire home/apt,179,2,0
Brooklyn,Entire home/apt,220,1,96
Brooklyn,Entire home/apt,198,1,233
Brooklyn,Entire home/apt,155,3,309
Brooklyn,Entire home/apt,199,7,0
Brooklyn,Entire home/apt,550,4,258
Brooklyn,Private room,60,2,210
Brooklyn,Entire home/apt,380,4,170
Brooklyn,Private room,84,2,225
Brooklyn,Entire home/apt,134,2,0
Brooklyn,Private room,68,5,281
Brooklyn,Entire home/apt,150,5,27
Brooklyn,Entire home/apt,85,4,1
Brooklyn,Private room,69,2,0
Brooklyn,Private room,78,4,188
Brooklyn,Entire home/apt,220,1,341
Brooklyn,Entire home/apt,150,4,246
Brooklyn,Private room,80,2,364
Brooklyn,Private room,150,3,365
Brooklyn,Entire home/apt,150,3,266
Brooklyn,Private room,70,5,365
