neighbourhood_group,room_type,price,minimum_nights,availability_365
Bronx,Entire home/apt,175,2,89
Bronx,Private room,40,3,365
Bronx,Private room,80,3,0
Bronx,Entire home/apt,125,3,6
Bronx,Entire home/apt,114,2,283
Bronx,Private room,60,3,90
Bronx,Entire home/apt,50,1,0
Bronx,Entire home/apt,110,2,0
Bronx,Entire home/apt,75,3,148
Bronx,Private room,50,2,283
Bronx,Private room,54,1,0
Bronx,Private room,70,1,0
Bronx,Private room,70,2,365
Bronx,Private room,73,1,0
Bronx,Entire home/apt,99,7,349
Bronx,Private room,35,1,1
Bronx,Entire home/apt,62,2,68
Bronx,Entire home/apt,70,2,0
Bronx,Private room,40,2,17
Bronx,Entire home/apt,50,1,0
Bronx,Private room,69,1,365
Bronx,Private room,49,3,0
Bronx,Entire home/apt,50,1,0
Bronx,Private room,39,1,8
Bronx,Private room,45,2,313
Bronx,Entire home/apt,100,2,89
Bronx,Private room,55,1,127
Bronx,Private room,87,2,0
Bronx,Private room,30,1,0
Bronx,Entire home/apt,65,2,0
Bronx,Entire home/apt,200,1,326
Bronx,Private room,38,2,0
Bronx,Private room,30,2,90
Bronx,Private room,50,2,0
Bronx,Private room,200,3,83
Bronx,Private room,125,1,0
Bronx,Private room,187,3,76
Bronx,Entire home/apt,140,1,310
Bronx,Entire home/apt,60,1,365
Bronx,Private room,300,1,0
Bronx,Entire home/apt,140,2,73
Bronx,Private room,26,30,303
Bronx,Entire home/apt,80,3,15
Bronx,Private room,40,2,220
Bronx,Entire home/apt,145,2,332
Bronx,Private room,80,2,0
Bronx,Entire home/apt,40,5,266
Bronx,Private room,45,2,0
Bronx,Entire home/apt,150,1,168
Bronx,Private room,50,5,324
Bronx,Private room,70,1,0
Bronx,Entire home/apt,69,3,21
Bronx,Entire home/apt,119,3,351
Bronx,Entire home/apt,60,3,23
Bronx,Private room,35,3,0
Bronx,Private room,41,3,0
Bronx,Private room,45,1,0
Bronx,Private room,29,1,192
Bronx,Private room,37,1,0
Bronx,Private room,80,3,36
Bronx,Private room,65,2,0
Bronx,Entire home/apt,250,2,361
Bronx,Shared room,20,1,0
Bronx,Private room,47,5,176
Bronx,Private room,54,1,69
Bronx,Private room,34,1,5
Bronx,Private room,73,2,39
Bronx,Private room,65,2,135
Bronx,Private room,80,2,17
Bronx,Private room,80,2,17
Bronx,Private room,50,3,326
Bronx,Entire home/apt,85,2,329
Bronx,Private room,47,3,197
Bronx,Entire home/apt,240,1,1
Bronx,Private room,34,1,5
Bronx,Entire home/apt,360,2,71
Bronx,Shared room,26,1,312
Bronx,Private room,40,2,291
Bronx,Private room,57,1,220
Bronx,Entire home/apt,69,21,343
Bronx,Private room,47,5,130
Bronx,Private room,65,1,364
Bronx,Private room,65,2,365
Bronx,Private room,60,2,156
Bronx,Entire home/apt,190,1,8
Bronx,Private room,44,20,0
Bronx,Private room,50,1,75
Bronx,Private room,79,3,59
Bronx,Private room,35,1,0
Bronx,Entire home/apt,95,2,193
Bronx,Private room,35,2,365
Bronx,Private room,40,1,83
Bronx,Private room,25,2,0
Bronx,Private room,70,3,178
Bronx,Private room,65,3,64
Bronx,Private room,79,3,63
Bronx,Entire home/apt,88,5,322
Bronx,Private room,23,2,36
Bronx,Private room,65,2,158
Bronx,Entire home/apt,125,3,253
Bronx,Private room,75,3,166
Bronx,Shared room,40,1,141
Bronx,Entire home/apt,125,3,281
Bronx,Entire home/apt,100,2,107
Bronx,Entire home/apt,150,1,0
Bronx,Private room,50,1,73
Bronx,Private room,50,3,8
Bronx,Entire home/apt,74,2,70
Bronx,Private room,45,1,85
Bronx,Private room,40,4,37
Bronx,Entire home/apt,103,2,248
Bronx,Private room,50,3,188
Bronx,Private room,46,1,63
Bronx,Private room,80,2,0
Bronx,Entire home/apt,399,2,356
Bronx,Private room,90,2,35
Bronx,Private room,74,3,58
Bronx,Entire home/apt,86,2,111
Bronx,Private room,33,3,365
Bronx,Entire home/apt,195,2,313
Bronx,Entire home/apt,80,2,142
Bronx,Private room,45,30,193
Bronx,Entire home/apt,149,2,328
Bronx,Entire home/apt,60,1,257
Bronx,Private room,35,1,75
Bronx,Entire home/apt,105,2,328
Bronx,Private room,70,2,348
Bronx,Private room,125,1,189
Bronx,Entire home/apt,125,1,72
Bronx,Entire home/apt,150,1,175
Bronx,Shared room,33,2,6
Bronx,Entire home/apt,107,1,8
Bronx,Entire home/apt,150,1,24
Bronx,Private room,35,1,168
Bronx,Entire home/apt,100,2,89
Bronx,Private room,21,1,0
Bronx,Entire home/apt,115,2,114
Bronx,Entire home/apt,85,2,0
Bronx,Private room,45,1,365
Bronx,Private room,65,1,0
Bronx,Entire home/apt,100,5,11
Bronx,Entire home/apt,110,2,171
Bronx,Entire home/apt,85,2,247
Bronx,Private room,40,1,360
Bronx,Private room,60,2,365
Bronx,Private room,200,1,365
Bronx,Private room,200,1,179
Bronx,Private room,30,1,0
Bronx,Entire home/apt,142,2,312
Bronx,Entire home/apt,79,2,10
Bronx,Entire home/apt,125,2,155
Bronx,Private room,80,3,0
Bronx,Private room,70,1,360
Bronx,Private room,80,1,365
Bronx,Private room,142,1,48
Bronx,Private room,142,1,57
Bronx,Entire home/apt,99,1,337
Bronx,Private room,142,1,48
Bronx,Private room,142,1,57
Bronx,Entire home/apt,149,1,0
Bronx,Private room,150,1,363
Bronx,Private room,26,1,311
Bronx,Private room,60,1,35
Bronx,Entire home/apt,102,1,349
Bronx,Private room,34,2,0
Bronx,Entire home/apt,150,1,191
Bronx,Entire home/apt,42,1,32
Bronx,Private room,150,2,0
Bronx,Entire home/apt,62,3,42
Bronx,Private room,38,5,188
Bronx,Private room,45,1,205
Bronx,Entire home/apt,140,2,27
Bronx,Entire home/apt,80,3,280
Bronx,Private room,75,5,29
Bronx,Entire home/apt,95,3,311
Bronx,Private room,47,1,332
Bronx,Private room,90,2,0
Bronx,Entire home/apt,75,30,188
Bronx,Entire home/apt,132,1,103
Bronx,Private room,60,1,269
Bronx,Private room,10,1,180
Bronx,Private room,35,5,179
Bronx,Entire home/apt,75,4,169
Bronx,Private room,75,2,210
Bronx,Entire home/apt,75,7,0
Bronx,Entire home/apt,475,2,359
Bronx,Private room,55,1,333
Bronx,Private room,50,1,61
Bronx,Private room,60,1,268
Bronx,Private room,80,3,72
Bronx,Private room,50,1,280
Bronx,Shared room,65,2,0
Bronx,Private room,85,3,89
Bronx,Private room,69,3,311
Bronx,Private room,53,3,356
Bronx,Private room,50,1,163
Bronx,Private room,65,2,0
Bronx,Private room,65,1,365
Bronx,Private room,140,1,365
Bronx,Private room,45,1,153
Bronx,Private room,80,2,78
Bronx,Private room,50,2,0
Bronx,Entire home/apt,145,2,0
Bronx,Private room,69,1,330
Bronx,Private room,50,1,88
Bronx,Entire home/apt,280,2,344
Bronx,Entire home/apt,130,1,349
Bronx,Private room,40,2,132
Bronx,Private room,48,2,47
Bronx,Private room,68,1,347
Bronx,Private room,40,1,8
Bronx,Private room,50,5,22
Bronx,Private room,85,5,365
Bronx,Private room,100,3,49
Bronx,Entire home/apt,102,2,288
Bronx,Private room,35,1,150
Bronx,Shared room,28,1,60
Bronx,Private room,28,1,123
Bronx,Shared room,28,1,83
Bronx,Shared room,28,1,89
Bronx,Shared room,28,1,0
Bronx,Private room,55,1,76
Bronx,Shared room,55,1,83
Bronx,Private room,37,1,332
Bronx,Private room,45,1,161
Bronx,Private room,42,2,109
Bronx,Private room,50,2,325
Bronx,Private room,100,3,364
Bronx,Private room,26,1,3
Bronx,Entire home/apt,300,1,365
Bronx,Private room,65,5,365
Bronx,Entire home/apt,60,2,208
Bronx,Entire home/apt,90,2,301
Bronx,Entire home/apt,87,1,326
Bronx,Private room,47,2,347
Bronx,Private room,65,1,363
Bronx,Private room,35,1,70
Bronx,Shared room,40,1,88
Bronx,Entire home/apt,90,15,89
Bronx,Entire home/apt,60,1,279
Bronx,Private room,240,1,363
Bronx,Private room,40,30,321
Bronx,Entire home/apt,299,2,1
Bronx,Entire home/apt,125,2,301
Bronx,Private room,90,1,362
Bronx,Entire home/apt,84,2,166
Bronx,Entire home/apt,80,30,0
Bronx,Entire home/apt,75,7,242
Bronx,Entire home/apt,100,1,39
Bronx,Private room,48,2,0
Bronx,Entire home/apt,39,5,0
Bronx,Private room,65,3,46
Bronx,Private room,42,5,321
Bronx,Private room,65,2,364
Bronx,Private room,38,2,188
Bronx,Private room,79,2,88
Bronx,Private room,120,1,312
Bronx,Entire home/apt,81,4,0
Bronx,Private room,80,2,188
Bronx,Entire home/apt,80,3,0
Bronx,Private room,39,2,211
Bronx,Private room,48,2,34
Bronx,Entire home/apt,100,3,187
Bronx,Entire home/apt,200,1,0
Bronx,Entire home/apt,150,2,0
Bronx,Private room,100,1,319
Bronx,Private room,300,1,364
Bronx,Private room,90,7,180
Bronx,Private room,50,1,0
Bronx,Private room,45,3,67
Bronx,Private room,45,5,123
Bronx,Entire home/apt,350,2,323
Bronx,Private room,100,1,177
Bronx,Entire home/apt,90,5,157
Bronx,Private room,75,3,311
Bronx,Private room,60,1,304
Bronx,Private room,60,1,296
Bronx,Entire home/apt,55,3,349
Bronx,Private room,65,1,295
Bronx,Private room,49,1,363
Bronx,Entire home/apt,130,1,363
Bronx,Private room,60,3,326
Bronx,Private room,24,1,0
Bronx,Private room,50,6,179
Bronx,Shared room,45,7,280
Bronx,Private room,55,1,301
Bronx,Private room,39,4,86
Bronx,Entire home/apt,99,2,360
Bronx,Entire home/apt,98,2,327
Bronx,Private room,60,1,310
Bronx,Entire home/apt,87,2,7
Bronx,Entire home/apt,175,3,0
Bronx,Entire home/apt,75,1,1
Bronx,Shared room,50,1,241
Bronx,Private room,75,3,109
Bronx,Private room,45,2,0
Bronx,Private room,145,1,360
Bronx,Private room,60,2,363
Bronx,Private room,65,3,89
Bronx,Entire home/apt,670,1,178
Bronx,Entire home/apt,85,30,365
Bronx,Private room,80,1,365
Bronx,Entire home/apt,120,2,97
Bronx,Private room,35,2,252
Bronx,Private room,99,1,90
Bronx,Private room,85,3,341
Bronx,Private room,25,2,0
Bronx,Entire home/apt,40,2,107
Bronx,Private room,45,3,36
Bronx,Entire home/apt,69,2,92
Bronx,Private room,99,1,318
Bronx,Private room,34,2,0
Bronx,Entire home/apt,150,3,109
Bronx,Private room,70,2,342
Bronx,Shared room,20,14,139
Bronx,Entire home/apt,200,1,347
Bronx,Entire home/apt,299,1,322
Bronx,Private room,80,3,155
Bronx,Private room,49,1,0
Bronx,Entire home/apt,165,2,310
Bronx,Shared room,20,10,114
Bronx,Shared room,20,10,25
Bronx,Entire home/apt,100,2,20
Bronx,Entire home/apt,200,1,80
Bronx,Private room,125,1,80
Bronx,Private room,60,1,333
Bronx,Entire home/apt,100,1,173
Bronx,Entire home/apt,175,2,79
Bronx,Private room,100,1,150
Bronx,Entire home/apt,42,2,6
Bronx,Entire home/apt,75,1,359
Bronx,Private room,75,2,365
Bronx,Entire home/apt,67,7,172
Bronx,Shared room,28,1,319
Bronx,Private room,70,1,81
Bronx,Private room,50,1,0
Bronx,Entire home/apt,80,5,91
Bronx,Entire home/apt,74,2,183
Bronx,Entire home/apt,247,2,322
Bronx,Private room,30,2,176
Bronx,Private room,80,2,156
Bronx,Private room,50,2,0
Bronx,Private room,85,5,343
Bronx,Private room,95,3,49
Bronx,Private room,25,30,85
Bronx,Private room,50,1,32
Bronx,Entire home/apt,99,2,107
Bronx,Entire home/apt,200,2,32
Bronx,Private room,65,7,90
Bronx,Private room,68,2,364
Bronx,Entire home/apt,80,2,321
Bronx,Private room,99,2,0
Bronx,Entire home/apt,115,3,228
Bronx,Private room,65,2,110
Bronx,Private room,65,2,77
Bronx,Private room,40,3,0
Bronx,Private room,41,1,163
Bronx,Entire home/apt,289,2,356
Bronx,Private room,50,1,206
Bronx,Private room,50,1,365
Bronx,Entire home/apt,76,2,300
Bronx,Shared room,40,1,0
Bronx,Private room,45,1,347
Bronx,Entire home/apt,148,3,358
Bronx,Entire home/apt,65,2,51
Bronx,Entire home/apt,75,3,90
Bronx,Private room,65,1,89
Bronx,Private room,30,4,0
Bronx,Entire home/apt,200,5,0
Bronx,Shared room,50,1,158
Bronx,Private room,35,2,6
Bronx,Private room,65,1,0
Bronx,Private room,27,30,0
Bronx,Entire home/apt,159,2,118
Bronx,Private room,60,1,308
Bronx,Entire home/apt,125,3,365
Bronx,Private room,49,2,0
Bronx,Private room,100,2,179
Bronx,Private room,41,7,357
Bronx,Private room,52,4,0
Bronx,Private room,64,1,358
Bronx,Entire home/apt,100,2,3
Bronx,Private room,75,2,361
Bronx,Entire home/apt,95,2,153
Bronx,Private room,40,2,84
Bronx,Private room,60,1,90
