neighbourhood_group,room_type,price,minimum_nights,availability_365
Manhattan,Entire home/apt,115,29,12
Manhattan,Entire home/apt,195,3,248
Manhattan,Private room,156,4,307
Manhattan,Private room,69,2,10
Manhattan,Entire home/apt,225,45,312
Manhattan,Entire home/apt,219,4,290
Manhattan,Entire home/apt,99,1,164
Manhattan,Entire home/apt,250,3,365
Manhattan,Entire home/apt,80,3,0
Manhattan,Private room,125,1,310
Manhattan,Entire home/apt,196,3,0
Manhattan,Entire home/apt,170,3,246
Manhattan,Entire home/apt,165,3,231
Manhattan,Entire home/apt,150,26,225
Manhattan,Entire home/apt,100,2,0
Manhattan,Private room,99,4,233
Manhattan,Private room,75,3,326
Manhattan,Entire home/apt,125,3,0
Manhattan,Entire home/apt,275,1,299
Manhattan,Entire home/apt,299,2,207
Manhattan,Private room,130,14,0
Manhattan,Private room,83,1,7
Manhattan,Private room,123,1,328
Manhattan,Entire home/apt,195,5,0
Manhattan,Shared room,105,6,363
Manhattan,Private room,200,30,365
Manhattan,Entire home/apt,121,1,247
Manhattan,Private room,100,5,192
Manhattan,Private room,130,2,75
Manhattan,Entire home/apt,199,5,286
Manhattan,Entire home/apt,130,1,192
Manhattan,Private room,64,1,245
Manhattan,Entire home/apt,189,3,0
Manhattan,Entire home/apt,250,3,3
Manhattan,Entire home/apt,239,3,351
Manhattan,Entire home/apt,305,2,201
Manhattan,Entire home/apt,155,3,232
Manhattan,Private room,60,1,258
Manhattan,Private room,120,7,341
Manhattan,Entire home/apt,150,3,244
Manhattan,Entire home/apt,250,4,265
Manhattan,Entire home/apt,250,30,0
Manhattan,Entire home/apt,500,4,329
Manhattan,Entire home/apt,225,5,91
Manhattan,Entire home/apt,125,28,365
Manhattan,Private room,92,1,253
Manhattan,Private room,175,2,365
Manhattan,Entire home/apt,99,2,320
Manhattan,Entire home/apt,195,4,0
Manhattan,Entire home/apt,140,3,192
Manhattan,Entire home/apt,135,2,0
Manhattan,Entire home/apt,500,2,348
Manhattan,Private room,80,14,0
Manhattan,Private room,120,4,353
Manhattan,Entire home/apt,110,200,140
Manhattan,Entire home/apt,130,50,56
Manhattan,Entire home/apt,175,3,326
Manhattan,Entire home/apt,205,9,76
Manhattan,Entire home/apt,390,5,316
Manhattan,Private room,75,7,323
Manhattan,Entire home/apt,200,3,0
Manhattan,Entire home/apt,90,14,14
Manhattan,Private room,68,2,86
Manhattan,Entire home/apt,115,2,261
Manhattan,Entire home/apt,129,7,231
Manhattan,Private room,75,3,364
Manhattan,Entire home/apt,212,3,51
Manhattan,Private room,95,1,364
Manhattan,Entire home/apt,135,6,189
Manhattan,Entire home/apt,124,28,103
Manhattan,Private room,122,3,246
Manhattan,Private room,109,1,364
Manhattan,Private room,85,30,318
Manhattan,Entire home/apt,195,11,249
Manhattan,Entire home/apt,575,2,298
Manhattan,Entire home/apt,150,30,35
Manhattan,Private room,90,2,132
Manhattan,Private room,65,3,5
Manhattan,Entire home/apt,500,2,297
Manhattan,Entire home/apt,250,3,276
Manhattan,Entire home/apt,125,25,102
Manhattan,Entire home/apt,200,30,251
Manhattan,Entire home/apt,110,13,0
Manhattan,Entire home/apt,113,14,253
Manhattan,Entire home/apt,250,14,78
Manhattan,Entire home/apt,150,3,191
Manhattan,Private room,150,3,49
Manhattan,Private room,71,2,200
Manhattan,Entire home/apt,169,4,276
Manhattan,Entire home/apt,225,2,0
Manhattan,Entire home/apt,139,1,142
Manhattan,Private room,95,3,60
Manhattan,Entire home/apt,150,2,52
Manhattan,Entire home/apt,125,4,181
Manhattan,Entire home/apt,130,30,189
Manhattan,Shared room,65,7,0
Manhattan,Private room,67,2,296
Manhattan,Entire home/apt,212,21,35
Manhattan,Entire home/apt,249,5,365
Manhattan,Private room,60,3,247
Manhattan,Entire home/apt,120,5,201
Manhattan,Entire home/apt,169,18,98
Manhattan,Private room,90,1,0
Manhattan,Entire home/apt,225,2,312
Manhattan,Private room,85,10,174
Manhattan,Entire home/apt,211,1,361
Manhattan,Entire home/apt,145,6,0
Manhattan,Private room,65,14,283
Manhattan,Entire home/apt,99,1,220
Manhattan,Private room,290,2,20
Manhattan,Private room,87,2,0
Manhattan,Entire home/apt,110,2,301
Manhattan,Entire home/apt,395,2,170
Manhattan,Entire home/apt,189,2,201
Manhattan,Private room,85,1,0
Manhattan,Entire home/apt,122,1,271
Manhattan,Entire home/apt,170,4,0
Manhattan,Private room,130,4,193
Manhattan,Entire home/apt,132,4,0
Manhattan,Entire home/apt,185,2,233
Manhattan,Entire home/apt,375,3,0
Manhattan,Entire home/apt,175,3,277
Manhattan,Entire home/apt,150,4,0
Manhattan,Entire home/apt,259,8,343
Manhattan,Private room,96,1,0
Manhattan,Entire home/apt,200,4,0
Manhattan,Entire home/apt,95,5,0
Manhattan,Entire home/apt,295,2,264
Manhattan,Entire home/apt,175,3,0
Manhattan,Entire home/apt,165,2,236
Manhattan,Entire home/apt,250,4,0
Manhattan,Entire home/apt,250,4,0
Manhattan,Private room,95,7,359
Manhattan,Private room,55,3,333
Manhattan,Entire home/apt,300,2,258
Manhattan,Private room,175,3,236
Manhattan,Private room,75,3,365
Manhattan,Private room,150,2,0
Manhattan,Entire home/apt,200,3,0
Manhattan,Entire home/apt,200,2,235
Manhattan,Entire home/apt,295,3,247
Manhattan,Entire home/apt,198,5,234
Manhattan,Entire home/apt,99,2,257
Manhattan,Private room,140,2,221
Manhattan,Private room,75,5,201
Manhattan,Entire home/apt,250,31,259
Manhattan,Private room,75,2,222
Manhattan,Entire home/apt,205,9,76
Manhattan,Entire home/apt,185,2,14
Manhattan,Entire home/apt,190,3,27
Manhattan,Entire home/apt,250,2,68
Manhattan,Entire home/apt,175,65,358
Manhattan,Private room,65,2,59
Manhattan,Entire home/apt,79,2,0
Manhattan,Private room,170,2,88
Manhattan,Private room,115,3,337
Manhattan,Private room,89,5,247
Manhattan,Shared room,49,3,248
Manhattan,Entire home/apt,400,2,304
Manhattan,Entire home/apt,2000,30,0
Manhattan,Private room,100,4,43
Manhattan,Entire home/apt,429,10,0
Manhattan,Entire home/apt,189,6,303
Manhattan,Private room,120,2,345
Manhattan,Entire home/apt,300,1,115
Manhattan,Entire home/apt,199,2,12
Manhattan,Entire home/apt,120,2,268
Manhattan,Entire home/apt,199,15,89
Manhattan,Private room,100,30,359
Manhattan,Entire home/apt,250,1,0
Manhattan,Entire home/apt,165,1,0
Manhattan,Private room,99,1,353
Manhattan,Private room,255,4,365
Manhattan,Entire home/apt,169,7,44
Manhattan,Private room,110,3,274
Manhattan,Private room,150,28,258
Manhattan,Entire home/apt,149,6,0
Manhattan,Private room,89,6,180
Manhattan,Private room,50,1,343
Manhattan,Entire home/apt,149,1,20
Manhattan,Private room,68,2,188
Manhattan,Private room,75,3,38
Manhattan,Shared room,90,1,0
Manhattan,Entire home/apt,160,30,46
Manhattan,Entire home/apt,190,1,0
Manhattan,Private room,95,3,64
Manhattan,Private room,150,1,111
Manhattan,Entire home/apt,250,1,0
Manhattan,Private room,80,90,338
Manhattan,Entire home/apt,230,2,44
Manhattan,Private room,200,30,0
Manhattan,Entire home/apt,300,2,31
Manhattan,Private room,80,7,285
Manhattan,Entire home/apt,199,1,162
Manhattan,Entire home/apt,199,1,158
Manhattan,Private room,100,1,84
Manhattan,Private room,55,4,260
Manhattan,Entire home/apt,146,3,166
Manhattan,Private room,250,2,0
Manhattan,Private room,150,3,90
Manhattan,Entire home/apt,199,4,28
Manhattan,Private room,69,1,86
Manhattan,Private room,300,55,83
Manhattan,Entire home/apt,125,4,0
Manhattan,Entire home/apt,288,2,229
Manhattan,Entire home/apt,225,3,83
Manhattan,Private room,110,30,281
Manhattan,Private room,130,2,303
Manhattan,Private room,89,1,192
Manhattan,Entire home/apt,135,28,341
Manhattan,Private room,90,1,333
Manhattan,Private room,270,5,210
Manhattan,Entire home/apt,145,1,308
Manhattan,Entire home/apt,179,30,292
Manhattan,Private room,110,2,264
Manhattan,Entire home/apt,325,5,153
Manhattan,Private room,130,30,332
Manhattan,Entire home/apt,190,30,120
Manhattan,Entire home/apt,200,3,191
Manhattan,Entire home/apt,160,4,0
Manhattan,Entire home/apt,195,30,325
Manhattan,Entire home/apt,241,30,249
Manhattan,Entire home/apt,300,7,0
Manhattan,Entire home/apt,100,5,0
Manhattan,Entire home/apt,399,1,12
Manhattan,Entire home/apt,200,2,257
Manhattan,Private room,71,4,26
Manhattan,Entire home/apt,226,5,302
Manhattan,Entire home/apt,135,1,0
Manhattan,Entire home/apt,154,1,246
Manhattan,Entire home/apt,700,3,296
Manhattan,Entire home/apt,246,4,0
Manhattan,Private room,125,60,364
Manhattan,Entire home/apt,119,1,0
Manhattan,Private room,125,1,365
Manhattan,Entire home/apt,400,5,365
Manhattan,Entire home/apt,850,3,249
Manhattan,Private room,140,1,300
Manhattan,Private room,115,4,323
Manhattan,Entire home/apt,200,3,0
Manhattan,Entire home/apt,185,2,261
Manhattan,Private room,81,2,0
Manhattan,Entire home/apt,495,7,338
Manhattan,Entire home/apt,760,2,361
Manhattan,Entire home/apt,325,4,20
Manhattan,Entire home/apt,195,365,0
Manhattan,Private room,58,1,0
Manhattan,Entire home/apt,189,2,206
Manhattan,Entire home/apt,145,7,0
Manhattan,Private room,101,7,307
Manhattan,Private room,95,5,0
Manhattan,Entire home/apt,375,7,0
Manhattan,Entire home/apt,153,31,27
Manhattan,Private room,80,5,348
Manhattan,Entire home/apt,300,4,246
Manhattan,Private room,88,2,0
Manhattan,Entire home/apt,155,1,5
Manhattan,Entire home/apt,225,2,107
Manhattan,Private room,85,7,144
Manhattan,Entire home/apt,200,5,0
Manhattan,Entire home/apt,485,7,0
Manhattan,Entire home/apt,310,5,89
Manhattan,Entire home/apt,109,30,286
Manhattan,Entire home/apt,167,30,252
Manhattan,Entire home/apt,220,4,0
Manhattan,Entire home/apt,195,4,271
Manhattan,Entire home/apt,199,28,0
Manhattan,Private room,65,30,0
Manhattan,Private room,99,3,127
Manhattan,Entire home/apt,130,2,41
Manhattan,Entire home/apt,350,3,18
Manhattan,Entire home/apt,250,3,16
Manhattan,Entire home/apt,125,365,365
Manhattan,Entire home/apt,300,3,27
Manhattan,Entire home/apt,150,2,300
Manhattan,Entire home/apt,56,122,216
Manhattan,Entire home/apt,299,3,365
Manhattan,Entire home/apt,1300,5,297
Manhattan,Private room,200,6,0
Manhattan,Private room,99,2,50
Manhattan,Entire home/apt,110,15,275
Manhattan,Private room,85,6,97
Manhattan,Entire home/apt,139,30,314
Manhattan,Private room,50,3,339
Manhattan,Entire home/apt,250,30,35
Manhattan,Entire home/apt,300,3,365
Manhattan,Entire home/apt,200,27,0
Manhattan,Private room,130,1,304
Manhattan,Entire home/apt,90,3,0
Manhattan,Entire home/apt,180,7,125
Manhattan,Entire home/apt,175,3,0
Manhattan,Entire home/apt,240,5,134
Manhattan,Private room,300,6,0
Manhattan,Entire home/apt,385,1,364
Manhattan,Private room,75,2,0
Manhattan,Entire home/apt,165,2,10
Manhattan,Entire home/apt,179,8,0
Manhattan,Entire home/apt,219,2,220
Manhattan,Entire home/apt,450,20,0
Manhattan,Entire home/apt,249,5,0
Manhattan,Entire home/apt,139,30,153
Manhattan,Entire home/apt,209,7,205
Manhattan,Private room,90,3,236
Manhattan,Entire home/apt,199,3,200
Manhattan,Entire home/apt,110,1,0
Manhattan,Entire home/apt,150,1,0
Manhattan,Entire home/apt,300,3,29
Manhattan,Private room,190,3,0
Manhattan,Entire home/apt,250,5,109
Manhattan,Private room,140,2,260
Manhattan,Entire home/apt,150,7,0
Manhattan,Entire home/apt,90,3,311
Manhattan,Entire home/apt,295,1,146
Manhattan,Entire home/apt,150,2,2
Manhattan,Private room,99,3,365
Manhattan,Private room,75,3,301
Manhattan,Private room,75,3,322
Manhattan,Entire home/apt,109,30,285
Manhattan,Private room,86,3,250
Manhattan,Entire home/apt,99,30,289
Manhattan,Private room,89,3,193
Manhattan,Entire home/apt,199,14,155
Manhattan,Private room,110,3,248
Manhattan,Entire home/apt,135,30,249
Manhattan,Entire home/apt,245,5,0
Manhattan,Entire home/apt,115,3,31
Manhattan,Private room,120,2,0
Manhattan,Entire home/apt,499,30,157
Manhattan,Private room,109,1,353
Manhattan,Entire home/apt,219,4,280
Manhattan,Entire home/apt,159,2,7
Manhattan,Entire home/apt,150,5,0
Manhattan,Entire home/apt,106,3,271
Manhattan,Entire home/apt,299,10,101
Manhattan,Entire home/apt,179,3,205
Manhattan,Entire home/apt,250,15,190
Manhattan,Private room,87,7,310
Manhattan,Private room,75,2,312
Manhattan,Private room,80,1,329
Manhattan,Private room,125,3,217
Manhattan,Entire home/apt,387,1,0
Manhattan,Private room,95,6,80
Manhattan,Entire home/apt,99,2,0
Manhattan,Entire home/apt,121,1,351
Manhattan,Entire home/apt,350,4,362
Manhattan,Private room,75,2,144
Manhattan,Private room,95,5,43
Manhattan,Private room,89,1,365
Manhattan,Private room,195,1,129
Manhattan,Private room,160,21,0
Manhattan,Private room,100,3,0
Manhattan,Entire home/apt,140,1,0
Manhattan,Entire home/apt,189,3,355
Manhattan,Entire home/apt,265,4,324
Manhattan,Private room,60,3,0
Manhattan,Entire home/apt,129,3,171
Manhattan,Entire home/apt,199,6,36
Manhattan,Entire home/apt,110,7,192
Manhattan,Private room,135,3,167
Manhattan,Shared room,115,30,0
Manhattan,Private room,175,2,10
Manhattan,Private room,3000,7,365
Manhattan,Entire home/apt,549,30,200
Manhattan,Entire home/apt,145,3,0
Manhattan,Entire home/apt,200,7,327
Manhattan,Private room,160,3,359
Manhattan,Private room,180,3,348
Manhattan,Private room,100,1,0
Manhattan,Private room,105,7,70
Manhattan,Entire home/apt,250,3,0
Manhattan,Private room,74,240,90
Manhattan,Entire home/apt,165,2,15
Manhattan,Private room,99,3,335
Manhattan,Entire home/apt,125,30,0
Manhattan,Private room,104,2,147
Manhattan,Entire home/apt,225,4,169
Manhattan,Private room,100,5,188
Manhattan,Entire home/apt,350,7,0
Manhattan,Entire home/apt,135,5,253
Manhattan,Private room,125,1,311
Manhattan,Entire home/apt,225,3,0
Manhattan,Private room,85,3,363
Manhattan,Entire home/apt,200,7,224
Manhattan,Private room,90,10,301
Manhattan,Entire home/apt,300,4,84
Manhattan,Private room,125,1,365
Manhattan,Private room,125,3,212
Manhattan,Private room,145,3,181
Manhattan,Entire home/apt,147,2,0
Manhattan,Entire home/apt,225,3,231
Manhattan,Entire home/apt,269,28,122
Manhattan,Entire home/apt,145,5,0
Manhattan,Private room,100,3,345
Manhattan,Entire home/apt,225,2,252
Manhattan,Entire home/apt,275,2,167
Manhattan,Entire home/apt,160,1,365
Manhattan,Entire home/apt,175,14,0
Manhattan,Private room,125,3,364
Manhattan,Entire home/apt,200,7,0
Manhattan,Private room,99,30,189
Manhattan,Entire home/apt,325,30,364
Manhattan,Private room,99,1,265
Manhattan,Entire home/apt,325,2,207
Manhattan,Entire home/apt,129,7,0
Manhattan,Private room,60,2,0
Manhattan,Entire home/apt,250,1,0
Manhattan,Entire home/apt,275,3,277
Manhattan,Entire home/apt,265,4,0
Manhattan,Private room,145,5,365
Manhattan,Entire home/apt,151,88,249
Manhattan,Entire home/apt,208,6,310
Manhattan,Private room,110,2,74
Manhattan,Private room,58,1,289
Manhattan,Private room,55,2,0
Manhattan,Entire home/apt,350,5,0
Manhattan,Entire home/apt,125,9,0
Manhattan,Entire home/apt,395,14,50
Manhattan,Entire home/apt,90,4,239
Manhattan,Private room,100,1,6
Manhattan,Private room,94,1,18
Manhattan,Entire home/apt,250,3,284
Manhattan,Entire home/apt,225,4,195
Manhattan,Private room,65,1,0
Manhattan,Entire home/apt,99,20,249
Manhattan,Entire home/apt,239,2,78
Manhattan,Entire home/apt,50,2,21
Manhattan,Private room,65,4,0
Manhattan,Entire home/apt,139,4,0
Manhattan,Entire home/apt,174,2,167
Manhattan,Entire home/apt,315,3,0
Manhattan,Private room,75,3,47
Manhattan,Entire home/apt,210,1,0
Manhattan,Entire home/apt,150,2,0
Manhattan,Entire home/apt,129,2,177
Manhattan,Entire home/apt,100,8,0
Manhattan,Private room,89,5,0
Manhattan,Entire home/apt,311,3,28
Manhattan,Private room,100,2,19
Manhattan,Private room,1300,1,0
Manhattan,Entire home/apt,210,1,319
Manhattan,Private room,65,2,0
Manhattan,Private room,89,28,80
Manhattan,Entire home/apt,500,10,0
Manhattan,Entire home/apt,180,5,0
Manhattan,Entire home/apt,117,7,0
Manhattan,Entire home/apt,89,30,0
Manhattan,Entire home/apt,89,30,4
Manhattan,Entire home/apt,99,30,8
Manhattan,Entire home/apt,155,6,0
Manhattan,Private room,85,1,238
Manhattan,Private room,80,4,96
Manhattan,Entire home/apt,135,3,236
Manhattan,Entire home/apt,380,3,0
Manhattan,Private room,99,3,0
Manhattan,Entire home/apt,125,1,212
Manhattan,Entire home/apt,80,30,365
Manhattan,Entire home/apt,328,2,112
Manhattan,Entire home/apt,185,2,0
Manhattan,Private room,80,3,0
Manhattan,Entire home/apt,99,14,317
Manhattan,Entire home/apt,199,3,0
Manhattan,Entire home/apt,165,5,316
Manhattan,Entire home/apt,150,2,231
Manhattan,Entire home/apt,499,2,26
Manhattan,Entire home/apt,220,4,341
Manhattan,Entire home/apt,300,7,0
Manhattan,Private room,79,30,302
Manhattan,Private room,99,1,246
Manhattan,Shared room,50,1,0
Manhattan,Entire home/apt,198,3,0
Manhattan,Entire home/apt,130,4,77
Manhattan,Entire home/apt,180,3,0
Manhattan,Entire home/apt,150,4,141
Manhattan,Entire home/apt,104,3,6
Manhattan,Entire home/apt,175,4,0
Manhattan,Private room,80,1,0
Manhattan,Private room,72,5,13
Manhattan,Entire home/apt,150,7,24
Manhattan,Entire home/apt,185,2,259
Manhattan,Entire home/apt,145,3,0
Manhattan,Entire home/apt,160,1,0
Manhattan,Entire home/apt,200,1,260
Manhattan,Entire home/apt,130,5,0
Manhattan,Private room,82,3,251
Manhattan,Entire home/apt,90,4,150
Manhattan,Private room,115,7,178
Manhattan,Private room,170,2,254
Manhattan,Entire home/apt,118,3,13
Manhattan,Entire home/apt,135,6,170
Manhattan,Entire home/apt,150,5,0
Manhattan,Private room,50,2,60
Manhattan,Entire home/apt,100,2,0
Manhattan,Entire home/apt,265,3,341
Manhattan,Private room,90,30,128
Manhattan,Entire home/apt,175,2,0
Manhattan,Entire home/apt,250,4,0
Manhattan,Entire home/apt,220,3,338
Manhattan,Private room,93,14,176
Manhattan,Entire home/apt,165,30,259
Manhattan,Private room,295,5,350
Manhattan,Entire home/apt,300,30,106
Manhattan,Entire home/apt,99,30,0
Manhattan,Entire home/apt,225,4,205
Manhattan,Entire home/apt,230,6,0
Manhattan,Entire home/apt,102,3,21
Manhattan,Entire home/apt,195,2,68
Manhattan,Entire home/apt,170,1,17
Manhattan,Entire home/apt,217,2,0
Manhattan,Entire home/apt,185,1,91
Manhattan,Private room,58,6,0
Manhattan,Entire home/apt,88,30,0
Manhattan,Entire home/apt,195,3,59
Manhattan,Private room,79,4,30
Manhattan,Entire home/apt,110,10,0
Manhattan,Entire home/apt,500,2,79
Manhattan,Entire home/apt,90,2,0
Manhattan,Entire home/apt,160,4,0
Manhattan,Entire home/apt,210,3,347
Manhattan,Entire home/apt,399,3,0
Manhattan,Entire home/apt,300,1,111
Manhattan,Entire home/apt,220,3,174
Manhattan,Entire home/apt,120,10,129
Manhattan,Private room,99,6,0
Manhattan,Entire home/apt,295,3,261
Manhattan,Entire home/apt,197,14,0
Manhattan,Entire home/apt,145,5,0
Manhattan,Entire home/apt,90,30,0
Manhattan,Private room,125,2,172
Manhattan,Entire home/apt,190,1,69
Manhattan,Shared room,76,2,324
Manhattan,Private room,107,1,85
Manhattan,Entire home/apt,151,2,256
Manhattan,Private room,79,1,335
Manhattan,Entire home/apt,120,30,337
Manhattan,Private room,700,28,22
Manhattan,Entire home/apt,165,3,0
Manhattan,Entire home/apt,165,4,0
Manhattan,Entire home/apt,100,5,0
Manhattan,Private room,96,19,165
Manhattan,Private room,75,2,77
Manhattan,Entire home/apt,120,60,0
Manhattan,Private room,120,2,179
Manhattan,Entire home/apt,215,30,332
Manhattan,Entire home/apt,200,7,217
Manhattan,Entire home/apt,199,60,281
Manhattan,Private room,75,5,343
Manhattan,Private room,125,1,365
Manhattan,Private room,229,1,36
Manhattan,Entire home/apt,110,7,0
Manhattan,Entire home/apt,165,1,185
Manhattan,Private room,55,4,79
Manhattan,Private room,55,4,179
Manhattan,Entire home/apt,300,1,0
Manhattan,Entire home/apt,275,6,69
Manhattan,Entire home/apt,331,7,189
Manhattan,Private room,60,30,365
Manhattan,Entire home/apt,179,4,11
Manhattan,Entire home/apt,200,2,0
Manhattan,Entire home/apt,249,3,38
Manhattan,Entire home/apt,120,7,16
Manhattan,Private room,120,20,144
Manhattan,Entire home/apt,199,3,142
Manhattan,Private room,125,3,58
Manhattan,Entire home/apt,80,2,193
Manhattan,Entire home/apt,130,30,116
Manhattan,Private room,90,2,358
Manhattan,Entire home/apt,150,30,352
Manhattan,Entire home/apt,50,30,91
Manhattan,Entire home/apt,136,2,6
Manhattan,Entire home/apt,165,7,32
Manhattan,Entire home/apt,105,14,0
Manhattan,Entire home/apt,148,4,0
Manhattan,Entire home/apt,99,8,0
Manhattan,Entire home/apt,175,1,0
Manhattan,Private room,80,1,319
Manhattan,Shared room,195,2,0
Manhattan,Entire home/apt,1000,30,364
Manhattan,Entire home/apt,225,4,172
Manhattan,Entire home/apt,165,5,87
Manhattan,Entire home/apt,160,4,0
Manhattan,Private room,60,2,0
Manhattan,Entire home/apt,200,6,128
Manhattan,Entire home/apt,700,5,365
Manhattan,Private room,65,2,32
Manhattan,Entire home/apt,263,30,33
Manhattan,Entire home/apt,150,5,0
Manhattan,Private room,60,2,156
Manhattan,Entire home/apt,433,5,318
Manhattan,Private room,79,3,329
Manhattan,Private room,140,2,0
Manhattan,Private room,100,3,0
Manhattan,Entire home/apt,250,4,347
Manhattan,Private room,145,3,44
Manhattan,Entire home/apt,234,20,302
Manhattan,Entire home/apt,150,1,0
Manhattan,Private room,65,4,182
Manhattan,Entire home/apt,135,365,365
Manhattan,Entire home/apt,595,5,169
Manhattan,Private room,109,1,276
Manhattan,Entire home/apt,90,30,358
Manhattan,Entire home/apt,100,30,342
Manhattan,Entire home/apt,85,30,223
Manhattan,Entire home/apt,87,30,363
Manhattan,Entire home/apt,95,30,365
Manhattan,Entire home/apt,349,3,341
Manhattan,Entire home/apt,99,3,0
Manhattan,Entire home/apt,160,2,105
Manhattan,Entire home/apt,149,4,203
Manhattan,Entire home/apt,285,7,0
Manhattan,Entire home/apt,150,16,339
Manhattan,Private room,79,1,247
Manhattan,Entire home/apt,197,1,269
Manhattan,Entire home/apt,127,3,264
Manhattan,Private room,110,1,365
Manhattan,Entire home/apt,99,3,31
Manhattan,Private room,113,1,2
Manhattan,Entire home/apt,250,2,0
Manhattan,Entire home/apt,295,4,122
Manhattan,Entire home/apt,2000,30,364
Manhattan,Entire home/apt,220,2,0
Manhattan,Private room,75,5,0
Manhattan,Entire home/apt,200,3,5
Manhattan,Private room,50,7,0
Manhattan,Private room,108,3,24
Manhattan,Entire home/apt,141,2,346
Manhattan,Private room,88,2,348
Manhattan,Private room,65,5,318
Manhattan,Private room,167,5,341
Manhattan,Entire home/apt,125,21,267
Manhattan,Private room,95,2,126
Manhattan,Private room,92,3,12
Manhattan,Entire home/apt,199,6,0
Manhattan,Entire home/apt,179,14,284
Manhattan,Private room,55,3,13
Manhattan,Entire home/apt,129,30,256
Manhattan,Entire home/apt,134,30,313
Manhattan,Private room,250,1,148
Manhattan,Private room,119,1,0
Manhattan,Entire home/apt,95,3,15
Manhattan,Entire home/apt,165,30,128
Manhattan,Entire home/apt,105,30,295
Manhattan,Entire home/apt,73,30,3
Manhattan,Entire home/apt,100,3,0
Manhattan,Private room,75,2,23
Manhattan,Private room,120,4,0
Manhattan,Entire home/apt,55,2,3
Manhattan,Private room,95,10,51
Manhattan,Private room,72,14,297
Manhattan,Entire home/apt,250,80,78
Manhattan,Entire home/apt,230,2,101
Manhattan,Entire home/apt,900,1,365
Manhattan,Entire home/apt,130,7,0
Manhattan,Entire home/apt,399,7,42
Manhattan,Entire home/apt,299,3,348
Manhattan,Private room,100,3,90
Manhattan,Entire home/apt,175,5,263
Manhattan,Entire home/apt,425,5,0
Manhattan,Entire home/apt,240,5,344
Manhattan,Entire home/apt,495,3,22
Manhattan,Private room,79,3,365
Manhattan,Private room,120,1,0
Manhattan,Entire home/apt,150,5,36
Manhattan,Entire home/apt,144,4,198
Manhattan,Entire home/apt,350,1,0
Manhattan,Entire home/apt,195,3,26
Manhattan,Entire home/apt,200,2,0
Manhattan,Entire home/apt,169,5,249
Manhattan,Private room,95,10,63
Manhattan,Entire home/apt,375,2,346
Manhattan,Private room,70,7,0
Manhattan,Private room,80,1,365
Manhattan,Entire home/apt,100,30,365
Manhattan,Entire home/apt,200,2,0
Manhattan,Entire home/apt,200,3,260
Manhattan,Entire home/apt,140,1,0
Manhattan,Private room,65,1,287
Manhattan,Entire home/apt,106,7,0
Manhattan,Entire home/apt,155,181,188
Manhattan,Entire home/apt,249,2,28
Manhattan,Entire home/apt,120,7,0
Manhattan,Private room,75,26,98
Manhattan,Entire home/apt,171,30,346
Manhattan,Entire home/apt,185,30,346
